pub_date	title	venue	excerpt	citation	url_slug	paper_url	slides_url
2025-06	A Generic Workflow for Zero-Damage Grasping of Delicate Produce Using LLMs and Volume EstimationIn Progress	This paper is about the number 1. The number 2 is left for future work.	
